,title,source,category,text,href
216,Brain Balance Takes a Look at the Challenge of Sensory Processing Disorder,https://www.autismparentingmagazine.com/,category-autism-articles,"“I can’t wear those jeans!” “No, I won’t eat mashed potatoes!” “Agh, don’t make me touch that!” These statements and tantrums are often how Sensory Processing Disorder shows itself in a child.   Sensory processing is the brain’s recognition of receptor (eyes, nose, skin, taste, vestibular, etc.) driven input, and the interpretation, integration, and prioritizing of… 
",https://www.autismparentingmagazine.com/brain-balance-takes-a-look-at-the-challenge-of-sensory-processing-disorder/
217,Putting the Squeeze On Sensory Processing Disorders,https://www.autismparentingmagazine.com/,category-autism-articles,"Industrial Designer Lisa Fraser never imagined she would one day become an award-winning and celebrated entrepreneur. “It was never in my plans – it sort of just happened,” said the 28-year-old from Vancouver. “I wanted to alleviate discomfort and develop a tool that could help children with autism function better in their daily lives. I… 
",https://www.autismparentingmagazine.com/putting-the-squeeze-on-sensory-processing-disorders/
218,Sensory Processing Difficulties – Dressing For Success,https://www.autismparentingmagazine.com/,category-autism-articles,"What is Sensory Processing disorder? Many children with Asperger’s syndrome experience sensory processing difficulties or Sensory Processing Disorder (SPD).  Sensory processing is the neurological processing and interpretation of sensation within one’s own body and from the environment. In short, it is the brain’s organization and interpretation of the sensory input from everyday use. This is… 
",https://www.autismparentingmagazine.com/sensory-processing-difficulties-dressing-for-success/
219,Simple Ways to Help Your Child with ASD Sleep Without Medicine,https://www.autismparentingmagazine.com/,category-autism-articles,"Insomnia (sleeplessness) is quite common among all age groups due to lifestyle changes and associated stressors, which also leads to anxiety depression, burn-out, and stress.  Stress can cause complicated physiological changes such as increased blood pressure, heart rate, metabolic changes, or indigestion. Sleeplessness affects children with autism, Attention Deficit Hyperactivity Disorder (ADHD), Sensory Processing Disorder (SPD),… 
",https://www.autismparentingmagazine.com/autism-sleep-without-medicine/
220,Sure Fire Ways to Help Your ASD Child Go To Bed,https://www.autismparentingmagazine.com/,category-autism-articles,"In order to have a good day, your child must sleep. That is easier said than done when raising a child on the spectrum. The most important thing to establish immediately is a nighttime routine. This routine must be consistent and enjoyable. This is how we succeeded: Set a nightly bedtime and STICK TO IT!… 
",https://www.autismparentingmagazine.com/sure-fire-ways-to-help-your-asd-child-go-to-bed/
221,The Calming Effects of Essential Oils,https://www.autismparentingmagazine.com/,category-autism-articles,"More and more we are hearing about essential oils and the benefits of using them. Some time ago, I remember reading a thread in a private autism parents group. The gist was divided; half were for essential oils, half thought it was just another waste of time. Some parents even had the misconception that people… 
",https://www.autismparentingmagazine.com/the-calming-effects-of-essential-oils/
222,Helping Your Child with Autism Sleep: An Overview of Sleep Hygiene and Behavioral Strategies,https://www.autismparentingmagazine.com/,category-autism-articles,"Sleep problems are common amongst children. For children with autism, sleep can be even more challenging. Studies show that up to 80% of children with autism have some sort of sleep difficulties. Most often it is due to difficulty falling and/or staying asleep. The goal of this article is to review sleep hygiene and discuss… 
",https://www.autismparentingmagazine.com/helping-your-child-with-autism-sleep-an-overview-of-sleep-hygiene-and-behavioral-strategies/
223,Simple Ways to Make Social Skill Connections Using Games,https://www.autismparentingmagazine.com/,category-autism-articles,"When you first hear that a computer game or a video game is trying to teach someone about the social or emotional world, you can’t be blamed if your first thought is, “Are you kidding?”  If you want to learn how to shoot a lot of monsters or jump over an onslaught of obstacles, sure,… 
",https://www.autismparentingmagazine.com/social-skill-connections-using-games/
224,Special Interactive Program for Kids Encourages Social Skills,https://www.autismparentingmagazine.com/,category-autism-articles,"“You’re having twins!” Can you imagine the excitement? In 2001, Jared and Jason Zimmerman, were born to my amazing wife Tina and me.  Our first thoughts were we would need two of everything, that our families were going to be completely surprised, and of course, this could get expensive!  Needless to say, no matter how… 
",https://www.autismparentingmagazine.com/special-interactive-program-social-skills/
225,4 Simple Steps to Help Your Child PREP for Social Success,https://www.autismparentingmagazine.com/,category-autism-articles,"We have been working with families of children with autism for many years.  A common concern among parents is their child’s difficulty with social interaction. This leads to problems at home, school, and in the community.  We saw a need for an easy-to-remember method parents could use to help their children improve social functioning.  We… 
",https://www.autismparentingmagazine.com/prep-for-social-success/
226,5 Easy Ways To Help Improve Executive Functioning,https://www.autismparentingmagazine.com/,category-autism-articles,"Rick walks into his classroom, and he is angry.  He throws his backpack across the classroom while yelling that he is going to “mess up” Jeremy because Jeremy played his music too loudly on the bus.  His classmates look at him with fear in their eyes, and Twyla asks her teacher if Rick is going… 
",https://www.autismparentingmagazine.com/ways-improving-executive-functioning/
227,Tips for Teaching the Most Important Social Skills,https://www.autismparentingmagazine.com/,category-autism-articles,"As a child, we had a player piano in my home.  Oftentimes, I would put a musical roll into the console of the piano and let it run and see if I could pattern my fingers after the keys.  In doing so, I would try to fool myself (and others) into believing that I could… 
",https://www.autismparentingmagazine.com/most-important-social-skills/
228,5 Simple Ways to Help Your Child with ASD Cope with Crowded Events,https://www.autismparentingmagazine.com/,category-autism-articles,"Welcome back to Social Skills Corner. For the July issue, we are going to describe ways you can help your child manage crowded events in general and July 4th celebrations, specifically.  We will begin with an example of what can occur if you and your family try to attend large events without adequate preparation. Mary… 
",https://www.autismparentingmagazine.com/cope-with-crowded-events/
229,Top 5 Social Skills Tips for Teens with Special Needs,https://www.autismparentingmagazine.com/,category-autism-articles,"Social skills are especially difficult for teens on the autism spectrum, but many of these skills can be learned, and with practice, can become habit.  Social skills are critical in order to make friends, get a job, and to live a fulfilling life.  Research from Harvard University says social skills are the top factor for… 
",https://www.autismparentingmagazine.com/social-skills-tips/
230,How to Help Your Child Develop Social Skills Through Cooperative Play,https://www.autismparentingmagazine.com/,category-autism-articles,"Socializing forms a big part of our everyday lives. From exchanging polite conversation with strangers to cementing lasting relationships with our family and friends, the ability to talk and engage with our peers is an incredibly useful skill to have. But for those with autism, being social doesn’t always come naturally. Children usually pick up… 
",https://www.autismparentingmagazine.com/social-skills-cooperative-play/
231,5 Things You Need to Know About Social Skills,https://www.autismparentingmagazine.com/,category-autism-articles,"Welcome to Social Skills Corner.  We have been working with families for many years.  Parents frequently express concerns about their children not having friends or not knowing how to interact with other people either individually or in groups.  We want you to be able to help your child to make friends and improve social interactions… 
",https://www.autismparentingmagazine.com/knowing-social-skills/
232,10 Valuable Ways to Cope with Social Interaction,https://www.autismparentingmagazine.com/,category-autism-articles,"Coping with Asperger’s syndrome can be a day-to-day challenge for some. Unfortunately, not everyone understands what it’s like to be on the spectrum so I have developed a list of coping mechanisms that have helped me over the years.  Based on practical experience, these are the most effective strategies for dealing with challenges such as… 
",https://www.autismparentingmagazine.com/10-valuable-ways-to-cope-with-social-interaction/
233,Using Mindfulness to Conquer Parental Stress Now,https://www.autismparentingmagazine.com/,category-autism-articles,"As the parent of a child with autism spectrum disorder (ASD), life may be filled with emotional ups and downs. Periods of calm can abruptly shift to episodes of intensely challenging behavior that disrupt family equilibrium. Likewise, deeply difficult days can soften to reveal moments of great joy. The chaos of parenting a child with… 
",https://www.autismparentingmagazine.com/using-mindfulness-conquer-parental-stress-now/
